 number of core fcc atoms:           0
  
 number of shell fcc atoms:           0
  
 number of core hcp atoms:           0
  
 number of shell hcp atoms:           0
  
 number of core bcc atoms:           0
  
 number of shell bcc atoms:           0
  
 number of core ICO atoms:           0
  
 number of shell ICO atoms:           0
  
 number of crystalline atoms:           0
  
 number of amorphous atoms:        5000
 i:	cp1:	neib:
        3762	           0	          11
        3763	           0	          13
        3764	           0	          13
        3765	           0	          14
        3766	           0	          11
        3767	           0	          13
        3768	           0	          14
        3769	           0	          14
        3770	           0	          15
        3771	           0	          13
        3772	           0	          14
        3773	           0	          14
        3774	           0	          12
        3775	           0	          13
        3776	           0	          16
        3777	           0	          11
        3778	           0	          14
        3779	           0	          14
        3780	           0	          11
        3781	           0	          13
        3782	           0	          12
        3783	           0	          14
        3784	           0	          12
        3785	           0	          15
        3786	           0	          13
        3787	           0	          13
        3788	           0	          13
        3789	           0	          13
        3790	           0	          13
        3791	           0	          13
        3792	           0	          13
        3793	           0	          13
        3794	           0	          13
        3795	           0	          15
        3796	           0	          15
        3797	           0	          13
        3798	           0	          13
        3799	           0	          10
        3800	           0	          13
        3801	           0	          13
        3802	           0	          13
        3803	           0	          12
        3804	           0	          12
        3805	           0	          13
        3806	           0	          16
        3807	           0	          12
        3808	           0	          13
        3809	           0	          13
        3810	           0	          11
        3811	           0	          12
        3812	           0	          14
        3813	           0	          12
        3814	           0	          13
        3815	           0	          14
        3816	           0	          13
        3817	           0	          13
        3818	           0	          14
        3819	           0	          12
        3820	           0	          13
        3821	           0	          15
        3822	           0	          12
        3823	           0	          13
        3824	           0	          13
        3825	           0	          12
        3826	           0	          12
        3827	           0	          11
        3828	           0	          13
        3829	           0	          16
        3830	           0	          13
        3831	           0	          14
        3832	           0	          13
        3833	           0	          14
        3834	           0	          13
        3835	           0	          14
        3836	           0	          13
        3837	           0	          12
        3838	           0	          11
        3839	           0	          13
        3840	           0	          16
        3841	           0	          11
        3842	           0	          11
        3843	           0	          12
        3844	           0	          12
        3845	           0	          13
        3846	           0	          14
        3847	           0	          14
        3848	           0	          13
        3849	           0	          13
        3850	           0	          12
        3851	           0	          15
        3852	           0	          12
        3853	           0	          14
        3854	           0	          10
        3855	           0	          13
        3856	           0	          13
        3857	           0	          12
        3858	           0	          12
        3859	           0	          14
        3860	           0	          13
        3861	           0	          14
        3862	           0	          11
        3863	           0	          12
        3864	           0	          12
        3865	           0	          11
        3866	           0	          12
        3867	           0	          15
        3868	           0	          14
        3869	           0	          15
        3870	           0	          13
        3871	           0	          13
        3872	           0	          14
        3873	           0	          14
        3874	           0	          14
        3875	           0	          11
        3876	           0	          15
        3877	           0	          15
        3878	           0	          12
        3879	           0	          13
        3880	           0	          13
        3881	           0	          11
        3882	           0	          13
        3883	           0	          13
        3884	           0	          14
        3885	           0	          13
        3886	           0	          12
        3887	           0	          14
        3888	           0	          10
        3889	           0	          14
        3890	           0	          14
        3891	           0	          13
        3892	           0	          12
        3893	           0	          13
        3894	           0	          12
        3895	           0	          14
        3896	           0	          12
        3897	           0	          14
        3898	           0	          11
        3899	           0	          13
        3900	           0	          12
        3901	           0	          12
        3902	           0	          14
        3903	           0	          13
        3904	           0	          13
        3905	           0	          14
        3906	           0	          13
        3907	           0	          12
        3908	           0	          13
        3909	           0	          12
        3910	           0	          13
        3911	           0	          13
        3912	           0	          11
        3913	           0	          14
        3914	           0	          12
        3915	           0	          11
        3916	           0	          14
        3917	           0	          13
        3918	           0	          12
        3919	           0	          13
        3920	           0	          14
        3921	           0	          11
        3922	           0	          13
        3923	           0	          15
        3924	           0	          14
        3925	           0	          15
        3926	           0	          13
        3927	           0	          14
        3928	           0	          11
        3929	           0	          12
        3930	           0	          10
        3931	           0	          12
        3932	           0	          16
        3933	           0	          13
        3934	           0	          15
        3935	           0	          12
        3936	           0	          11
        3937	           0	          14
        3938	           0	          13
        3939	           0	          14
        3940	           0	          14
        3941	           0	          13
        3942	           0	          14
        3943	           0	          13
        3944	           0	          14
        3945	           0	          13
        3946	           0	          13
        3947	           0	          14
        3948	           0	          12
        3949	           0	          14
        3950	           0	          14
        3951	           0	          12
        3952	           0	          13
        3953	           0	          12
        3954	           0	          14
        3955	           0	          14
        3956	           0	          14
        3957	           0	          12
        3958	           0	          12
        3959	           0	          14
        3960	           0	          11
        3961	           0	          14
        3962	           0	          12
        3963	           0	          12
        3964	           0	          12
        3965	           0	          13
        3966	           0	          13
        3967	           0	          12
        3968	           0	          13
        3969	           0	          13
        3970	           0	          12
        3971	           0	          12
        3972	           0	          11
        3973	           0	          12
        3974	           0	          11
        3975	           0	          13
        3976	           0	          11
        3977	           0	          13
        3978	           0	          12
        3979	           0	          13
        3980	           0	          12
        3981	           0	          14
        3982	           0	          13
        3983	           0	          14
        3984	           0	          12
        3985	           0	          12
        3986	           0	          14
        3987	           0	          14
        3988	           0	          12
        3989	           0	          13
        3990	           0	          13
        3991	           0	          13
        3992	           0	          13
        3993	           0	          13
        3994	           0	          14
        3995	           0	          11
        3996	           0	          14
        3997	           0	          13
        3998	           0	          14
        3999	           0	          12
        4000	           0	          14
        4001	           0	          15
        4002	           0	          14
        4003	           0	          13
        4004	           0	          14
        4005	           0	          13
        4006	           0	          12
        4007	           0	          14
        4008	           0	          13
        4009	           0	          13
        4010	           0	          14
        4011	           0	          12
        4012	           0	          13
        4013	           0	          12
        4014	           0	          14
        4015	           0	          12
        4016	           0	          13
        4017	           0	          13
        4018	           0	          14
        4019	           0	          13
        4020	           0	          13
        4021	           0	          12
        4022	           0	          13
        4023	           0	          13
        4024	           0	          13
        4025	           0	          13
        4026	           0	          12
        4027	           0	          13
        4028	           0	          14
        4029	           0	          13
        4030	           0	          14
        4031	           0	          13
        4032	           0	          12
        4033	           0	          11
        4034	           0	          13
        4035	           0	          13
        4036	           0	          15
        4037	           0	          12
        4038	           0	          13
        4039	           0	          12
        4040	           0	          11
        4041	           0	          13
        4042	           0	          13
        4043	           0	          14
        4044	           0	          13
        4045	           0	          12
        4046	           0	          12
        4047	           0	          15
        4048	           0	          15
        4049	           0	          13
        4050	           0	          14
        4051	           0	          14
        4052	           0	          14
        4053	           0	          15
        4054	           0	          14
        4055	           0	          14
        4056	           0	          14
        4057	           0	          12
        4058	           0	          12
        4059	           0	          12
        4060	           0	          14
        4061	           0	          11
        4062	           0	          12
        4063	           0	          10
        4064	           0	          14
        4065	           0	          13
        4066	           0	          13
        4067	           0	          14
        4068	           0	          13
        4069	           0	          12
        4070	           0	          14
        4071	           0	          14
        4072	           0	          13
        4073	           0	          13
        4074	           0	          14
        4075	           0	          14
        4076	           0	          13
        4077	           0	          12
        4078	           0	          14
        4079	           0	          12
        4080	           0	          14
        4081	           0	          15
        4082	           0	          13
        4083	           0	          12
        4084	           0	          13
        4085	           0	          13
        4086	           0	          13
        4087	           0	          12
        4088	           0	          13
        4089	           0	          12
        4090	           0	          13
        4091	           0	          11
        4092	           0	          12
        4093	           0	          13
        4094	           0	          11
        4095	           0	          13
        4096	           0	          12
        4097	           0	          12
        4098	           0	          14
        4099	           0	          13
        4100	           0	          12
        4101	           0	          12
        4102	           0	          11
        4103	           0	          13
        4104	           0	          12
        4105	           0	          12
        4106	           0	          13
        4107	           0	          14
        4108	           0	          14
        4109	           0	          14
        4110	           0	          13
        4111	           0	          13
        4112	           0	          13
        4113	           0	          12
        4114	           0	          12
        4115	           0	          13
        4116	           0	          13
        4117	           0	          13
        4118	           0	          10
        4119	           0	          13
        4120	           0	          12
        4121	           0	          12
        4122	           0	          13
        4123	           0	          12
        4124	           0	          15
        4125	           0	          13
        4126	           0	          12
        4127	           0	          13
        4128	           0	          12
        4129	           0	          12
        4130	           0	          12
        4131	           0	          12
        4132	           0	          11
        4133	           0	          15
        4134	           0	          12
        4135	           0	          13
        4136	           0	          12
        4137	           0	          15
        4138	           0	          11
        4139	           0	          12
        4140	           0	          12
        4141	           0	          14
        4142	           0	          13
        4143	           0	          15
        4144	           0	          13
        4145	           0	          14
        4146	           0	          13
        4147	           0	          15
        4148	           0	          10
        4149	           0	          13
        4150	           0	          14
        4151	           0	          13
        4152	           0	          13
        4153	           0	          14
        4154	           0	          14
        4155	           0	          14
        4156	           0	          13
        4157	           0	          16
        4158	           0	          14
        4159	           0	          13
        4160	           0	          14
        4161	           0	          12
        4162	           0	          14
        4163	           0	          11
        4164	           0	          13
        4165	           0	          13
        4166	           0	          14
        4167	           0	          12
        4168	           0	          14
        4169	           0	          13
        4170	           0	          14
        4171	           0	          14
        4172	           0	          13
        4173	           0	          14
        4174	           0	          15
        4175	           0	          13
        4176	           0	          14
        4177	           0	          13
        4178	           0	          12
        4179	           0	          12
        4180	           0	          12
        4181	           0	          12
        4182	           0	          12
        4183	           0	          13
        4184	           0	          14
        4185	           0	          14
        4186	           0	          14
        4187	           0	          14
        4188	           0	          12
        4189	           0	          13
        4190	           0	          11
        4191	           0	          14
        4192	           0	          13
        4193	           0	          14
        4194	           0	          12
        4195	           0	          15
        4196	           0	          14
        4197	           0	          13
        4198	           0	          14
        4199	           0	          15
        4200	           0	          14
        4201	           0	          15
        4202	           0	          13
        4203	           0	          13
        4204	           0	          13
        4205	           0	          12
        4206	           0	          13
        4207	           0	          14
        4208	           0	          15
        4209	           0	          13
        4210	           0	          11
        4211	           0	          12
        4212	           0	          12
        4213	           0	          14
        4214	           0	          14
        4215	           0	          12
        4216	           0	          15
        4217	           0	          13
        4218	           0	          15
        4219	           0	          11
        4220	           0	          14
        4221	           0	          11
        4222	           0	          12
        4223	           0	          13
        4224	           0	          12
        4225	           0	          14
        4226	           0	          13
        4227	           0	          11
        4228	           0	          12
        4229	           0	          13
        4230	           0	          14
        4231	           0	          13
        4232	           0	          12
        4233	           0	          15
        4234	           0	          12
        4235	           0	          13
        4236	           0	          13
        4237	           0	          14
        4238	           0	          12
        4239	           0	          12
        4240	           0	          14
        4241	           0	          15
        4242	           0	          12
        4243	           0	          11
        4244	           0	          13
        4245	           0	          10
        4246	           0	          13
        4247	           0	          15
        4248	           0	          14
        4249	           0	          11
        4250	           0	          11
        4251	           0	          13
        4252	           0	          12
        4253	           0	          13
        4254	           0	          12
        4255	           0	          13
        4256	           0	          12
        4257	           0	          13
        4258	           0	          12
        4259	           0	          13
        4260	           0	          13
        4261	           0	          13
        4262	           0	          13
        4263	           0	          13
        4264	           0	          12
        4265	           0	          13
        4266	           0	          13
        4267	           0	          15
        4268	           0	          14
        4269	           0	          12
        4270	           0	          15
        4271	           0	          14
        4272	           0	          14
        4273	           0	          14
        4274	           0	          13
        4275	           0	          14
        4276	           0	          13
        4277	           0	          14
        4278	           0	          15
        4279	           0	          13
        4280	           0	          13
        4281	           0	          13
        4282	           0	          12
        4283	           0	          14
        4284	           0	          14
        4285	           0	          14
        4286	           0	          13
        4287	           0	          14
        4288	           0	          13
        4289	           0	          15
        4290	           0	          12
        4291	           0	          13
        4292	           0	          12
        4293	           0	          13
        4294	           0	          15
        4295	           0	          13
        4296	           0	          11
        4297	           0	          13
        4298	           0	          12
        4299	           0	          12
        4300	           0	          14
        4301	           0	          14
        4302	           0	          13
        4303	           0	          15
        4304	           0	          12
        4305	           0	          13
        4306	           0	          13
        4307	           0	          14
        4308	           0	          14
        4309	           0	          11
        4310	           0	          13
        4311	           0	          13
        4312	           0	          14
        4313	           0	          12
        4314	           0	          12
        4315	           0	          13
        4316	           0	          12
        4317	           0	          13
        4318	           0	          15
        4319	           0	          13
        4320	           0	          14
        4321	           0	          13
        4322	           0	          11
        4323	           0	          11
        4324	           0	          12
        4325	           0	          14
        4326	           0	          14
        4327	           0	          14
        4328	           0	          14
        4329	           0	          15
        4330	           0	          14
        4331	           0	          13
        4332	           0	          11
        4333	           0	          13
        4334	           0	          12
        4335	           0	          15
        4336	           0	          14
        4337	           0	          12
        4338	           0	          12
        4339	           0	          13
        4340	           0	          14
        4341	           0	          13
        4342	           0	          14
        4343	           0	          12
        4344	           0	          13
        4345	           0	          13
        4346	           0	          11
        4347	           0	          12
        4348	           0	          13
        4349	           0	          14
        4350	           0	          12
        4351	           0	          14
        4352	           0	          13
        4353	           0	          14
        4354	           0	          12
        4355	           0	          13
        4356	           0	          14
        4357	           0	          14
        4358	           0	          14
        4359	           0	          12
        4360	           0	          14
        4361	           0	          12
        4362	           0	          14
        4363	           0	          14
        4364	           0	          15
        4365	           0	          13
        4366	           0	          13
        4367	           0	          14
        4368	           0	          14
        4369	           0	          14
        4370	           0	          15
        4371	           0	          14
        4372	           0	          12
        4373	           0	          14
        4374	           0	          15
        4375	           0	          11
        4376	           0	          13
        4377	           0	          13
        4378	           0	          13
        4379	           0	          13
        4380	           0	          14
        4381	           0	          13
        4382	           0	          14
        4383	           0	          13
        4384	           0	          13
        4385	           0	          13
        4386	           0	          13
        4387	           0	          12
        4388	           0	          14
        4389	           0	          13
        4390	           0	          13
        4391	           0	          11
        4392	           0	          11
        4393	           0	          13
        4394	           0	          14
        4395	           0	          14
        4396	           0	          13
        4397	           0	          14
        4398	           0	          15
        4399	           0	          12
        4400	           0	          12
        4401	           0	          12
        4402	           0	          13
        4403	           0	          14
        4404	           0	          13
        4405	           0	          11
        4406	           0	          13
        4407	           0	          13
        4408	           0	          14
        4409	           0	          13
        4410	           0	          12
        4411	           0	          14
        4412	           0	          12
        4413	           0	          12
        4414	           0	          12
        4415	           0	          15
        4416	           0	          12
        4417	           0	          11
        4418	           0	          15
        4419	           0	          14
        4420	           0	          12
        4421	           0	          14
        4422	           0	          13
        4423	           0	          13
        4424	           0	          13
        4425	           0	          13
        4426	           0	          14
        4427	           0	          14
        4428	           0	          12
        4429	           0	          14
        4430	           0	          13
        4431	           0	          13
        4432	           0	          12
        4433	           0	          13
        4434	           0	          13
        4435	           0	          14
        4436	           0	          13
        4437	           0	          12
        4438	           0	          14
        4439	           0	          14
        4440	           0	          12
        4441	           0	          13
        4442	           0	          13
        4443	           0	          14
        4444	           0	          13
        4445	           0	          14
        4446	           0	          12
        4447	           0	          13
        4448	           0	          14
        4449	           0	          13
        4450	           0	          11
        4451	           0	          11
        4452	           0	          12
        4453	           0	          13
        4454	           0	          10
        4455	           0	          11
        4456	           0	          12
        4457	           0	          13
        4458	           0	          11
        4459	           0	          15
        4460	           0	          12
        4461	           0	          15
        4462	           0	          12
        4463	           0	          12
        4464	           0	          15
        4465	           0	          12
        4466	           0	          14
        4467	           0	          14
        4468	           0	          13
        4469	           0	          14
        4470	           0	          12
        4471	           0	          14
        4472	           0	          13
        4473	           0	          14
        4474	           0	          11
        4475	           0	          13
        4476	           0	          15
        4477	           0	          12
        4478	           0	          14
        4479	           0	          12
        4480	           0	          11
        4481	           0	          12
        4482	           0	          14
        4483	           0	          14
        4484	           0	          11
        4485	           0	          13
        4486	           0	          13
        4487	           0	          12
        4488	           0	          12
        4489	           0	          13
        4490	           0	          14
        4491	           0	          13
        4492	           0	          13
        4493	           0	          13
        4494	           0	          14
        4495	           0	          12
        4496	           0	          12
        4497	           0	          13
        4498	           0	          11
        4499	           0	          11
        4500	           0	          11
        4501	           0	          13
        4502	           0	          13
        4503	           0	          12
        4504	           0	          13
        4505	           0	          12
        4506	           0	          12
        4507	           0	          12
        4508	           0	          12
        4509	           0	          15
        4510	           0	          13
        4511	           0	          13
        4512	           0	          11
        4513	           0	          12
        4514	           0	          14
        4515	           0	          13
        4516	           0	          14
        4517	           0	          13
        4518	           0	          12
        4519	           0	          13
        4520	           0	          14
        4521	           0	          14
        4522	           0	          13
        4523	           0	          15
        4524	           0	          14
        4525	           0	          14
        4526	           0	          13
        4527	           0	          13
        4528	           0	          11
        4529	           0	          14
        4530	           0	          12
        4531	           0	          11
        4532	           0	          12
        4533	           0	          12
        4534	           0	          13
        4535	           0	          13
        4536	           0	          12
        4537	           0	          13
        4538	           0	          14
        4539	           0	          13
        4540	           0	          12
        4541	           0	          13
        4542	           0	          13
        4543	           0	          13
        4544	           0	          16
        4545	           0	          13
        4546	           0	          14
        4547	           0	          13
        4548	           0	          14
        4549	           0	          15
        4550	           0	          13
        4551	           0	          12
        4552	           0	          15
        4553	           0	          11
        4554	           0	          12
        4555	           0	          14
        4556	           0	          13
        4557	           0	          13
        4558	           0	          13
        4559	           0	          13
        4560	           0	          12
        4561	           0	          12
        4562	           0	          11
        4563	           0	          13
        4564	           0	          12
        4565	           0	          14
        4566	           0	          14
        4567	           0	          12
        4568	           0	          13
        4569	           0	          15
        4570	           0	          12
        4571	           0	          13
        4572	           0	          13
        4573	           0	          13
        4574	           0	          12
        4575	           0	          13
        4576	           0	          13
        4577	           0	          13
        4578	           0	          14
        4579	           0	          14
        4580	           0	          12
        4581	           0	          14
        4582	           0	          13
        4583	           0	          15
        4584	           0	          11
        4585	           0	          13
        4586	           0	          11
        4587	           0	          14
        4588	           0	          14
        4589	           0	          13
        4590	           0	          13
        4591	           0	          12
        4592	           0	          11
        4593	           0	          13
        4594	           0	          11
        4595	           0	          14
        4596	           0	          13
        4597	           0	          13
        4598	           0	          13
        4599	           0	          13
        4600	           0	          14
        4601	           0	          12
        4602	           0	          14
        4603	           0	          13
        4604	           0	          13
        4605	           0	          13
        4606	           0	          14
        4607	           0	          11
        4608	           0	          12
        4609	           0	          14
        4610	           0	          14
        4611	           0	          13
        4612	           0	          12
        4613	           0	          13
        4614	           0	          14
        4615	           0	          14
        4616	           0	          14
        4617	           0	          15
        4618	           0	          12
        4619	           0	          15
        4620	           0	          12
        4621	           0	          13
        4622	           0	          14
        4623	           0	          13
        4624	           0	          13
        4625	           0	          12
        4626	           0	          13
        4627	           0	          14
        4628	           0	          14
        4629	           0	          14
        4630	           0	          12
        4631	           0	          13
        4632	           0	          12
        4633	           0	          13
        4634	           0	          13
        4635	           0	          12
        4636	           0	          15
        4637	           0	          13
        4638	           0	          14
        4639	           0	          12
        4640	           0	          14
        4641	           0	          14
        4642	           0	          13
        4643	           0	          14
        4644	           0	          11
        4645	           0	          14
        4646	           0	          12
        4647	           0	          13
        4648	           0	          14
        4649	           0	          12
        4650	           0	          13
        4651	           0	          13
        4652	           0	          16
        4653	           0	          14
        4654	           0	          12
        4655	           0	          13
        4656	           0	          14
        4657	           0	          12
        4658	           0	          14
        4659	           0	          11
        4660	           0	          12
        4661	           0	          14
        4662	           0	          13
        4663	           0	          14
        4664	           0	          12
        4665	           0	          12
        4666	           0	          13
        4667	           0	          13
        4668	           0	          13
        4669	           0	          13
        4670	           0	          13
        4671	           0	          15
        4672	           0	          13
        4673	           0	          12
        4674	           0	          14
        4675	           0	          12
        4676	           0	          13
        4677	           0	          13
        4678	           0	          12
        4679	           0	          13
        4680	           0	          14
        4681	           0	          14
        4682	           0	          14
        4683	           0	          11
        4684	           0	          12
        4685	           0	          11
        4686	           0	          13
        4687	           0	          15
        4688	           0	          13
        4689	           0	          13
        4690	           0	          13
        4691	           0	          14
        4692	           0	          14
        4693	           0	          13
        4694	           0	          14
        4695	           0	          13
        4696	           0	          13
        4697	           0	          13
        4698	           0	          13
        4699	           0	          12
        4700	           0	          12
        4701	           0	          12
        4702	           0	          14
        4703	           0	          13
        4704	           0	          14
        4705	           0	          13
        4706	           0	          15
        4707	           0	          13
        4708	           0	          14
        4709	           0	          14
        4710	           0	          14
        4711	           0	          14
        4712	           0	          13
        4713	           0	          15
        4714	           0	          14
        4715	           0	          11
        4716	           0	          11
        4717	           0	          12
        4718	           0	          15
        4719	           0	          13
        4720	           0	          13
        4721	           0	          11
        4722	           0	          15
        4723	           0	          12
        4724	           0	          13
        4725	           0	          13
        4726	           0	          12
        4727	           0	          13
        4728	           0	          12
        4729	           0	          12
        4730	           0	          13
        4731	           0	          12
        4732	           0	          13
        4733	           0	          12
        4734	           0	          15
        4735	           0	          16
        4736	           0	          14
        4737	           0	          14
        4738	           0	          13
        4739	           0	          13
        4740	           0	          12
        4741	           0	          12
        4742	           0	          12
        4743	           0	          14
        4744	           0	          13
        4745	           0	          13
        4746	           0	          12
        4747	           0	          14
        4748	           0	          14
        4749	           0	          12
        4750	           0	          12
        4751	           0	          12
        4752	           0	          12
        4753	           0	          16
        4754	           0	          14
        4755	           0	          14
        4756	           0	          14
        4757	           0	          15
        4758	           0	          15
        4759	           0	          12
        4760	           0	          14
        4761	           0	          12
        4762	           0	          14
        4763	           0	          15
        4764	           0	          12
        4765	           0	          13
        4766	           0	          12
        4767	           0	          13
        4768	           0	          13
        4769	           0	          11
        4770	           0	          14
        4771	           0	          14
        4772	           0	          13
        4773	           0	          11
        4774	           0	          13
        4775	           0	          12
        4776	           0	          13
        4777	           0	          12
        4778	           0	          15
        4779	           0	          14
        4780	           0	          13
        4781	           0	          13
        4782	           0	          15
        4783	           0	          11
        4784	           0	          14
        4785	           0	          10
        4786	           0	          15
        4787	           0	          13
        4788	           0	          13
        4789	           0	          14
        4790	           0	          13
        4791	           0	          14
        4792	           0	          14
        4793	           0	          14
        4794	           0	          15
        4795	           0	          12
        4796	           0	          12
        4797	           0	          14
        4798	           0	          12
        4799	           0	          12
        4800	           0	          13
        4801	           0	          13
        4802	           0	          13
        4803	           0	          15
        4804	           0	          14
        4805	           0	          15
        4806	           0	          14
        4807	           0	          15
        4808	           0	          11
        4809	           0	          14
        4810	           0	          12
        4811	           0	          14
        4812	           0	          13
        4813	           0	          13
        4814	           0	          13
        4815	           0	          13
        4816	           0	          14
        4817	           0	          12
        4818	           0	          14
        4819	           0	          12
        4820	           0	          15
        4821	           0	          13
        4822	           0	          13
        4823	           0	          11
        4824	           0	          13
        4825	           0	          11
        4826	           0	          13
        4827	           0	          13
        4828	           0	          12
        4829	           0	          12
        4830	           0	          13
        4831	           0	          13
        4832	           0	          12
        4833	           0	          13
        4834	           0	          14
        4835	           0	          13
        4836	           0	          14
        4837	           0	          14
        4838	           0	          14
        4839	           0	          14
        4840	           0	          14
        4841	           0	          13
        4842	           0	          13
        4843	           0	          15
        4844	           0	          14
        4845	           0	          12
        4846	           0	          13
        4847	           0	          12
        4848	           0	          14
        4849	           0	          13
        4850	           0	          14
        4851	           0	          13
        4852	           0	          14
        4853	           0	          13
        4854	           0	          12
        4855	           0	          13
        4856	           0	          15
        4857	           0	          10
        4858	           0	          15
        4859	           0	          13
        4860	           0	          12
        4861	           0	          13
        4862	           0	          14
        4863	           0	          15
        4864	           0	          14
        4865	           0	          13
        4866	           0	          12
        4867	           0	          12
        4868	           0	          14
        4869	           0	          12
        4870	           0	          14
        4871	           0	          13
        4872	           0	          12
        4873	           0	          13
        4874	           0	          15
        4875	           0	          13
        4876	           0	          15
        4877	           0	          13
        4878	           0	          14
        4879	           0	          13
        4880	           0	          13
        4881	           0	          14
        4882	           0	          12
        4883	           0	          14
        4884	           0	          13
        4885	           0	          14
        4886	           0	          13
        4887	           0	          14
        4888	           0	          14
        4889	           0	          14
        4890	           0	          15
        4891	           0	          13
        4892	           0	          11
        4893	           0	          11
        4894	           0	          14
        4895	           0	          13
        4896	           0	          12
        4897	           0	          12
        4898	           0	          13
        4899	           0	          13
        4900	           0	          13
        4901	           0	          10
        4902	           0	          14
        4903	           0	          12
        4904	           0	          16
        4905	           0	          11
        4906	           0	          12
        4907	           0	          13
        4908	           0	          12
        4909	           0	          13
        4910	           0	          13
        4911	           0	          13
        4912	           0	          14
        4913	           0	          13
        4914	           0	          13
        4915	           0	          15
